1	Founder
1	Front End Engineer
1	Back End Engineer
1	Solana Engineer
1	Full Stack Web3 Engineer
1	Data Engineer
1	DevOps
1	Product Designer
1	UI/UX
1	Solidity Engineer
1	Full Stack Engineer
1	Mobile Developer
1	Marketing / Growth
1	DAO Contributor
1	Game Developer
